8	13	-85.29
8	14	-86.77
8	15	-88.67
8	16	-87.41
8	17	-84.75
8	18	-71.55
8	19	-84.89
8	20	-76.93
9	1	-82.60
9	2	-79.51
9	3	-85.11
9	4	-90.53
9	5	-88.46
9	6	-86.39
9	7	-81.77
9	8	-74.09
9	10	-80.37
9	11	-82.24
9	12	-84.92
9	13	-86.85
9	14	-88.24
9	15	-89.94
9	16	-89.05
9	17	-86.97
9	18	-77.90
9	19	-86.80
9	20	-81.64
10	1	-87.57
10	2	-85.96
10	3	-88.93
10	4	-92.20
10	5	-90.22
10	6	-88.75
10	7	-85.61
10	8	-82.05
10	9	-80.37
10	11	-77.46
10	12	-82.88
10	13	-85.96
10	14	-87.72
10	15	-89.63
10	16	-89.59
10	17	-88.82
10	18	-84.32
10	19	-89.51
10	20	-84.89
11	1	-87.94
11	2	-86.72
11	3	-88.73
11	4	-91.21
11	5	-88.80
11	6	-87.30
11	7	-84.10
11	8	-81.64
11	9	-82.24
11	10	-77.46
11	12	-76.22
11	13	-81.88
11	14	-84.56
11	15	-87.18
11	16	-87.36
11	17	-87.07
11	18	-83.75
11	19	-88.54
11	20	-82.82
12	1	-88.80
12	2	-87.98
12	3	-89.08
12	4	-90.51
12	5	-87.76
12	6	-86.48
12	7	-84.09
12	8	-83.53
12	9	-84.92
12	10	-82.88
12	11	-76.22
12	13	-75.62
12	14	-80.45
12	15	-84.32
12	16	-85.06
12	17	-85.83
12	18	-84.78
12	19	-88.15
12	20	-82.60
13	1	-89.48
13	2	-88.97
13	3	-89.35
13	4	-89.68
13	5	-86.62
13	6	-85.74
13	7	-84.55
13	8	-85.29
13	9	-86.85
13	10	-85.96
13	11	-81.88
13	12	-75.62
13	14	-73.06
13	15	-80.37
13	16	-82.03
13	17	-84.61
13	18	-85.89
13	19	-87.77
13	20	-83.21
14	1	-90.19
14	2	-89.85
14	3	-89.83
14	4	-89.27
14	5	-86.18
14	6	-85.81
14	7	-85.58
14	8	-86.77
14	9	-88.24
14	10	-87.72
14	11	-84.56
14	12	-80.45
14	13	-73.06
14	15	-75.50
14	16	-79.60
14	17	-84.39
14	18	-87.07
14	19	-87.90
14	20	-84.53
15	1	-91.29
15	2	-91.11
15	3	-90.76
15	4	-89.21
15	5	-86.48
15	6	-86.77
15	7	-87.36
15	8	-88.67
15	9	-89.94
15	10	-89.63
15	11	-87.18
15	12	-84.32
15	13	-80.37
15	14	-75.50
15	16	-78.66
15	17	-85.31
15	18	-88.76
15	19	-88.66
15	20	-86.64
16	1	-89.73
16	2	-89.77
16	3	-88.78
16	4	-86.18
16	5	-81.98
16	6	-82.96
16	7	-85.06
16	8	-87.41
16	9	-89.05
16	10	-89.59
16	11	-87.36
16	12	-85.06
16	13	-82.03
16	14	-79.60
16	15	-78.66
16	17	-80.47
16	18	-87.10
16	19	-85.65
16	20	-84.48
17	1	-86.46
17	2	-86.87
17	3	-84.65
17	4	-82.92
17	5	-73.92
17	6	-70.91
17	7	-80.11
17	8	-84.75
17	9	-86.97
17	10	-88.82
17	11	-87.07
17	12	-85.83
17	13	-84.61
17	14	-84.39
17	15	-85.31
17	16	-80.47
17	18	-83.54
17	19	-78.78
17	20	-80.37
18	1	-80.19
18	2	-78.63
18	3	-81.55
18	4	-88.22
18	5	-85.50
18	6	-82.41
18	7	-73.92
18	8	-71.55
18	9	-77.90
18	10	-84.32
18	11	-83.75
18	12	-84.78
18	13	-85.89
18	14	-87.07
18	15	-88.76
18	16	-87.10
18	17	-83.54
18	19	-82.96
18	20	-75.56
19	1	-83.75
19	2	-85.08
19	3	-79.79
19	4	-81.58
19	5	-78.30
19	6	-74.56
19	7	-80.75
19	8	-84.89
19	9	-86.80
19	10	-89.51
19	11	-88.54
19	12	-88.15
19	13	-87.77
19	14	-87.90
19	15	-88.66
19	16	-85.65
19	17	-78.78
19	18	-82.96
19	20	-82.22
20	1	-83.79
20	2	-83.21
20	3	-83.57
20	4	-87.30
20	5	-83.53
20	6	-79.85
20	7	-68.07
20	8	-76.93
20	9	-81.64
20	10	-84.89
20	11	-82.82
20	12	-82.60
20	13	-83.21
20	14	-84.53
20	15	-86.64
20	16	-84.48
20	17	-80.37
20	18	-75.56
20	19	-82.22
